City,last_updated,Measure Display,parent_metro_region,Period Begin,Period End,Property Type,Region,Region Type,Seasonally Adjusted,State,State Code,Table Id,Worksheet Filter,active_listings,active_listings_mom,active_listings_yoy,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median List Ppsf,Median List Ppsf Mom,Median List Ppsf Yoy,Median List Price,Median List Price Mom,Median List Price Yoy,Median Ppsf,Median Ppsf Mom,Median Ppsf Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,New Listings,New Listings Mom,New Listings Yoy,Number of Records,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region_metro_code,pending_sales,pending_sales_mom,pending_sales_yoy,Period Duration,Price Drops,Price Drops Mom,Price Drops Yoy,property_type_id,region_type_id,Sold Above List,Sold Above List Mom,Sold Above List Yoy
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2016,6/30/2016,All Residential,"San Francisco, CA - Marina District",Neighborhood,FALSE,California,CA,1626,Value,51,0.085106383,0.275,1.023888465,-0.70%,-8.40%,23,0.00%,-4.20%,19,26.70%,46.20%,14,0,1,"1,078.19",0.011359288,0.12513073,"1,737,500",-0.129072682,-0.191860465,"1,151.52",-0.037650433,0.056350581,"$1,750K",-19.40%,-26.90%,,,,38,2.70%,18.80%,1,0.6,-0.025,0.044444444,"41,884",5,-0.6875,-0.444444444,90,,,,-1,1,0.47826087,-0.043478261,-0.355072464
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2016,7/31/2016,All Residential,"San Francisco, CA - Ingleside",Neighborhood,FALSE,California,CA,1347,Value,25,0.25,0.923076923,1.136669621,7.30%,0.50%,15,25.00%,15.40%,7,250.00%,133.30%,15,-5.5,1,650.2325581,0.015118383,0.044073979,"775,000",-0.005134788,-0.093036864,671.9090327,-0.033545317,-0.02009179,$889K,7.40%,4.00%,,,,18,38.50%,80.00%,1,0.5,-0.3,-0.166666667,"41,884",4,-0.2,0.333333333,90,,,,-1,1,0.933333333,0.183333333,0.241025641
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2016,7/31/2016,All Residential,"San Francisco, CA - Presidio Terrace",Neighborhood,FALSE,California,CA,116225,Value,12,0.714285714,0.5,1.05301986,-3.60%,-1.90%,4,33.30%,-42.90%,5,66.70%,66.70%,25.5,11.5,-12.5,842.1875,-0.152405312,0.103867299,"1,947,500",0.302675585,0.700873362,"1,001.85",-0.009195738,0.380171602,"$1,118K",-17.80%,-19.30%,,,,10,66.70%,66.70%,1,0.666666667,0.166666667,0.666666667,"41,884",3,0.5,0.5,90,,,,-1,1,0.75,-0.25,0.178571429
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2011,2/29/2012,All Residential,"San Francisco, CA - Outer Sunset",Neighborhood,FALSE,California,CA,441,Value,105,-0.036697248,-0.34375,0.999167304,0.50%,1.40%,51,4.10%,-32.90%,44,15.80%,-21.40%,53,25,-8,404.6073173,-0.02005511,-0.126084991,"649,000",0.1208981,0.022047244,436.9322018,-0.019451971,-0.032507267,$595K,-2.10%,-4.40%,,,,60,46.30%,-10.40%,1,0.5,0,-0.029411765,"41,884",16,0.142857143,-0.058823529,90,,,,-1,1,0.352941176,-0.075630252,0.037151703
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2011,2/29/2012,All Residential,"San Francisco, CA - Visitacion Valley",Neighborhood,FALSE,California,CA,2897,Value,37,-0.051282051,-0.212765957,0.980668717,-0.80%,1.30%,17,-19.00%,-5.60%,11,-21.40%,-45.00%,60,10.5,26,328.8348125,0.089273172,0.04148382,"398,000",0.047644117,-0.002506266,305.5555556,-0.032407407,-0.144444444,$406K,0.70%,-5.40%,,,,20,33.30%,-9.10%,1,0.6,0.6,0.6,"41,884",10,9,1,90,,,,-1,1,0.176470588,-0.06162465,-0.10130719
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2012,3/31/2012,All Residential,"San Francisco, CA - Outer Mission",Neighborhood,FALSE,California,CA,403,Value,18,0,-0.419354839,1.026183989,4.40%,3.60%,13,18.20%,0.00%,5,0.00%,-66.70%,16,-19,-46,346.0625,-0.034340624,-0.050625,"508,944",0.044148331,0.106640574,389.4736842,0,0.033834586,$510K,8.10%,2.00%,,,,12,0.00%,-20.00%,1,0.666666667,0.266666667,0.666666667,"41,884",3,-0.4,0.5,90,,,,-1,1,0.615384615,0.160839161,0.307692308
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - Panhandle",Neighborhood,FALSE,California,CA,114127,Value,23,0.095238095,-0.115384615,1.093081901,6.70%,11.40%,13,62.50%,8.30%,5,0.00%,-16.70%,8,0,-17,568.5328185,0.036671833,0.090336912,"799,000",-0.024420024,0.08045977,453.0315426,-0.103274854,-0.0266872,$950K,16.20%,25.90%,,,,19,18.80%,35.70%,1,0.666666667,0.041666667,0.5,"41,884",6,-0.25,0,90,,,,-1,1,0.692307692,0.067307692,0.525641026
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - Golden Gate Heights",Neighborhood,FALSE,California,CA,1113,Value,41,0.078947368,-0.088888889,1.020137996,1.20%,0.90%,31,14.80%,47.60%,14,100.00%,-33.30%,21,0,-2,455.2,-0.06351827,-0.062958954,"949,999",0.059084727,0.14595778,477.5757576,0.015536622,-0.051436052,$860K,1.20%,-1.40%,,,,33,17.90%,-10.80%,1,0.5,0.166666667,0.277777778,"41,884",6,-0.333333333,-0.333333333,90,,,,-1,1,0.451612903,0.007168459,0.11827957
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2012,5/31/2012,All Residential,"San Francisco, CA - Peralta Heights",Neighborhood,FALSE,California,CA,114280,Value,13,0.3,-0.277777778,1.035106753,2.30%,5.00%,6,20.00%,-14.30%,2,-60.00%,-80.00%,28.5,6.5,-48.5,619.1066998,0.124326763,0.2382134,"699,000",0,0.014513788,487.7777778,-0.01592305,0.222683599,$758K,1.70%,6.00%,,,,7,0.00%,-36.40%,1,0.75,0.75,-0.25,"41,884",4,1,3,90,,,,-1,1,0.5,0.1,0.357142857
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2012,6/30/2012,All Residential,"San Francisco, CA - Corona Heights",Neighborhood,FALSE,California,CA,605,Value,12,0.5,-0.142857143,1.059896837,-2.00%,2.80%,8,166.70%,-27.30%,3,200.00%,-25.00%,8,0,-6,571.1998528,0.036933175,-0.15064384,"904,500",0.029010239,0.084532374,648.3431478,0.002646054,-0.092717034,$900K,0.00%,-9.10%,,,,12,33.30%,0.00%,1,1,0.25,1,"41,884",3,-0.25,-0.5,90,,,,-1,1,0.777777778,0.111111111,0.141414141
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2012,10/31/2012,All Residential,"San Francisco, CA - Mission Terrace",Neighborhood,FALSE,California,CA,1738,Value,25,0.086956522,-0.242424242,1.032926425,1.10%,2.20%,12,-7.70%,-14.30%,7,-36.40%,-53.30%,40.5,0.5,21.5,390.8718549,-0.084368548,-0.108316197,"549,000",-0.035149385,-0.035573123,466.4285714,0.006163328,0.031921618,$643K,0.90%,15.90%,,,,13,18.20%,-31.60%,1,0.25,-0.25,-0.75,"41,884",8,3,1.666666667,90,,,,-1,1,0.666666667,0.051282051,0.166666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2012,11/30/2012,All Residential,"San Francisco, CA - Northwest San Francisco",Neighborhood,FALSE,California,CA,118514,Value,701,0.011544012,-0.091968912,1.040680313,0.50%,5.10%,409,-4.00%,28.60%,188,-20.30%,-37.70%,15,0,-13,647.6888388,0.012336453,0.16137309,"995,000",0,0.106785317,627.2401434,0.027437024,0.129914351,$950K,5.40%,10.00%,,,,516,-1.30%,12.90%,1,0.415492958,-0.084507042,0.191492958,"41,884",142,-0.077922078,0.136,90,,,,-1,1,0.621026895,-0.006607766,0.319140102
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2012,12/31/2012,All Residential,"San Francisco, CA - Panhandle",Neighborhood,FALSE,California,CA,114127,Value,13,-0.380952381,0.857142857,1.087915258,2.60%,6.30%,15,0.00%,87.50%,2,-50.00%,0.00%,9,-5,-6,676.0721454,0.20232132,0.285051097,"719,000",-0.178285714,0.468995812,621.2037548,-0.038900432,0.068395827,$750K,-5.10%,-14.80%,,,,7,-58.80%,250.00%,1,0,-0.25,,"41,884",1,-0.75,,90,,,,-1,1,0.866666667,0.133333333,0.491666667
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2012,12/31/2012,All Residential,"San Francisco, CA - Glen Park",Neighborhood,FALSE,California,CA,1103,Value,14,-0.066666667,0.076923077,1.114193897,3.30%,10.40%,9,0.00%,50.00%,3,-25.00%,0.00%,15,1,-8.5,712.3161765,0.03830558,0.700768892,"798,000",-0.032140691,-0.117500691,564,-0.173022485,0.097700502,"$1,010K",3.50%,-6.00%,,,,9,-10.00%,50.00%,1,0.5,-0.166666667,0.5,"41,884",2,-0.333333333,1,90,,,,-1,1,0.666666667,-0.111111111,0
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2013,3/31/2013,All Residential,"San Francisco, CA - Mission Terrace",Neighborhood,FALSE,California,CA,1738,Value,16,-0.058823529,-0.157894737,1.194805458,7.10%,21.80%,9,-18.20%,-30.80%,6,-14.30%,0.00%,12,-2,-44,448.7401575,-0.030541314,0.147098499,"559,000",0.009025271,0.089774832,470.1403721,0.052124048,0.144008239,$670K,9.80%,24.10%,,,,11,10.00%,-8.30%,1,1,0.333333333,0.75,"41,884",2,-0.333333333,-0.75,90,,,,-1,1,1,0.181818182,0.615384615
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2013,3/31/2013,All Residential,"San Francisco, CA - Russian Hill",Neighborhood,FALSE,California,CA,2352,Value,44,0.375,-0.266666667,1.036300895,4.90%,4.90%,17,-19.00%,-52.80%,16,45.50%,-20.00%,17.5,-7.5,-15.5,853.4207284,0.001186155,0.056887633,"1,450,000",-0.047306176,0.324200913,856.6666667,0.149591398,0.266122378,"$1,600K",15.90%,86.00%,,,,35,118.80%,-25.50%,1,0.75,0.035714286,0.083333333,"41,884",12,0.714285714,0,90,,,,-1,1,0.470588235,0.089635854,0.276143791
San Francisco,4/5/2020 14:45,,"San Francisco, CA",1/1/2013,3/31/2013,All Residential,"San Francisco, CA - Clarendon Heights",Neighborhood,FALSE,California,CA,526,Value,23,0.045454545,0.916666667,0.972761079,1.00%,0.00%,10,11.10%,100.00%,4,-42.90%,-33.30%,77,5,-50,735.5519335,-0.039562667,0.234843783,"1,350,000",0.048543689,0.802403204,804.9606325,0.229079675,0.236024004,"$2,638K",193.10%,1.20%,,,,15,25.00%,200.00%,1,0.8,0.4,0.8,"41,884",5,0,4,90,,,,-1,1,0.3,0.077777778,0.3
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2013,4/30/2013,All Residential,"San Francisco, CA - Rincon Hill",Neighborhood,FALSE,California,CA,554599,Value,81,0.173913043,0.08,1.010896756,0.40%,1.90%,49,36.10%,22.50%,23,15.00%,4.50%,13.5,-1,1.5,"1,039.57",-0.025458411,0.27736838,"969,000",-0.189121339,0.168244017,970.9872177,0.007171551,0.283572141,"$1,002K",12.50%,30.80%,,,,65,6.60%,16.10%,1,0.555555556,-0.063492063,0,"41,884",18,-0.142857143,0,90,,,,-1,1,0.428571429,0.067460317,0.028571429
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2013,4/30/2013,All Residential,"San Francisco, CA - Upper Market",Neighborhood,FALSE,California,CA,115175,Value,26,0.3,-0.161290323,1.07769662,2.60%,5.10%,19,46.20%,35.70%,5,150.00%,-44.40%,22,-14,-7,620.1657459,0.006349544,-0.106414486,"699,499.50",-0.143819461,0.262634477,624.3522844,0.024555004,0.010021342,"$1,080K",29.00%,9.10%,,,,18,12.50%,-10.00%,1,0.666666667,-0.19047619,0.333333333,"41,884",6,-0.142857143,0,90,,,,-1,1,0.684210526,0.068825911,0.255639098
San Francisco,4/5/2020 14:45,,"San Francisco, CA",5/1/2013,7/31/2013,All Residential,"San Francisco, CA - Marina District",Neighborhood,FALSE,California,CA,1626,Value,51,-0.13559322,0.159090909,1.058653498,0.90%,4.50%,40,-7.00%,29.00%,10,0.00%,25.00%,14,0,0,904.8257373,0.031583119,0.237912684,"1,549,000",0.110394265,0.025827815,938.3378016,-0.028865926,0.195416651,"$1,583K",-2.60%,3.80%,,,,41,2.50%,46.40%,1,0.6,0.016666667,0,"41,884",10,-0.166666667,1,90,,,,-1,1,0.725,0.073837209,0.241129032
San Francisco,4/5/2020 14:45,,"San Francisco, CA",7/1/2013,9/30/2013,All Residential,"San Francisco, CA - Excelsior",Neighborhood,FALSE,California,CA,918,Value,35,-0.186046512,-0.339622642,1.046459707,0.70%,0.00%,27,-12.90%,-18.20%,14,-12.50%,-22.20%,16,-1,-17,478.0487805,0.082704087,0.268629098,"583,490",-0.041331873,0.169318637,435.150053,0.109877102,0.165613564,$626K,0.00%,30.40%,,,,24,-14.30%,-27.30%,1,0.142857143,-0.285714286,-0.285714286,"41,884",7,0,0,90,,,,-1,1,0.666666667,-0.010752688,0.03030303
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2013,12/31/2013,All Residential,"San Francisco, CA - Ashbury Heights",Neighborhood,FALSE,California,CA,10316,Value,5,-0.375,-0.166666667,1.090001578,-0.10%,6.00%,7,-30.00%,-22.20%,,,,20,7,9,699.6660305,-0.081600701,,"1,136,500",0.166837782,0.08548233,846.0559796,-0.004760857,0.119433193,"$1,325K",5.80%,46.40%,,,,2,-66.70%,0.00%,1,1,1,0.666666667,"41,884",1,0,-0.666666667,90,,,,-1,1,0.714285714,0.014285714,-0.063492063
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2013,2/28/2014,All Residential,"San Francisco, CA - Potrero Hill",Neighborhood,FALSE,California,CA,2190,Value,43,-0.085106383,0.075,1.070947239,1.40%,1.70%,33,-25.00%,6.50%,8,0.00%,-33.30%,15,0,-6,682.733813,0.04420466,0.053390976,"995,000",0.048472076,0.106170094,694.5197276,0.016524329,0.128574976,$980K,1.30%,20.20%,,,,35,29.60%,150.00%,1,0.727272727,-0.072727273,0.327272727,"41,884",11,-0.266666667,0.1,90,,,,-1,1,0.787878788,0.083333333,0.110459433
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2013,2/28/2014,All Residential,"San Francisco, CA - West Portal",Neighborhood,FALSE,California,CA,3033,Value,16,-0.058823529,0,1.147204056,7.70%,6.90%,10,-9.10%,100.00%,5,0.00%,-16.70%,18,1.5,3,578.6592525,0.076656912,0.125895492,"799,000",0.006368207,-0.035024155,695.9106309,0.063792994,0.243411655,$906K,-0.30%,-10.80%,,,,15,25.00%,66.70%,1,0.8,0.3,0.133333333,"41,884",5,0.25,0.666666667,90,,,,-1,1,0.8,0.163636364,0
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2013,2/28/2014,All Residential,"San Francisco, CA - Pacific Heights",Neighborhood,FALSE,California,CA,2074,Value,59,0,-0.344444444,1.016914396,-0.30%,2.40%,38,-24.00%,-25.50%,22,10.00%,-18.50%,29,4,-10,830.6709265,-0.038121875,0.002702416,"1,510,000",-0.17260274,0.082437276,935.0649351,0.114608374,0.324880532,"$1,771K",0.00%,40.00%,,,,38,22.60%,-22.40%,1,0.533333333,-0.216666667,-0.054901961,"41,884",15,0.875,-0.117647059,90,,,,-1,1,0.447368421,-0.032631579,0.094427245
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2014,6/30/2014,All Residential,"San Francisco, CA - Lone Mountain",Neighborhood,FALSE,California,CA,1559,Value,18,-0.181818182,0.5,1.13531718,2.80%,7.70%,15,15.40%,66.70%,2,-50.00%,-33.30%,14.5,-0.5,-0.5,620.7111666,0.029320025,-0.058802961,"1,025,000",-0.18,0.041137633,713.7490609,-0.011010624,0.066623752,"$1,658K",23.20%,19.70%,,,,17,0.00%,70.00%,1,0.666666667,0,-0.083333333,"41,884",6,0,0.5,90,,,,-1,1,0.9375,0.008928571,0.159722222
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2014,6/30/2014,All Residential,"San Francisco, CA - Mission Dolores",Neighborhood,FALSE,California,CA,1729,Value,32,-0.058823529,0,1.118682632,0.00%,-3.30%,26,36.80%,-13.30%,5,-28.60%,66.70%,15.5,1.5,2.5,786.2985685,0.039741266,0.096365749,"937,000",0.070857143,0.172715895,878.0748663,0.036128342,0.064906908,"$1,092K",-10.50%,25.50%,,,,26,-16.10%,-16.10%,1,0.777777778,0.377777778,-0.222222222,"41,884",9,-0.1,0.8,90,,,,-1,1,0.769230769,0.032388664,-0.030769231
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2014,8/31/2014,All Residential,"San Francisco, CA - Cayuga",Neighborhood,FALSE,California,CA,113044,Value,7,-0.3,-0.631578947,1.105176119,2.00%,-2.30%,9,12.50%,-35.70%,1,-66.70%,-80.00%,14,-2,-0.5,462.8814683,-0.106616689,-0.012735218,"754,500",0.079399142,0.119436202,601.4944693,0.082690045,0.04911826,$729K,1.30%,7.90%,,,,6,-33.30%,-57.10%,1,0,-1,-0.666666667,"41,884",1,-0.666666667,-0.666666667,90,,,,-1,1,0.888888889,0.013888889,-0.111111111
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2014,10/31/2014,All Residential,"San Francisco, CA - Cow Hollow",Neighborhood,FALSE,California,CA,629,Value,26,0.444444444,0.625,1.034602367,3.90%,-7.30%,14,180.00%,55.60%,13,30.00%,160.00%,13.5,-1.5,3.5,"1,122.56",-0.109690844,0.264270829,"3,450,000",0.069767442,0.623529794,"1,238.14",-0.018409486,-0.036017347,"$4,136K",25.30%,2.10%,,,,23,64.30%,91.70%,1,0.8,0.05,0.466666667,"41,884",5,0.25,0.666666667,90,,,,-1,1,0.428571429,0.228571429,-0.349206349
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2014,12/31/2014,All Residential,"San Francisco, CA - Mission Terrace",Neighborhood,FALSE,California,CA,1738,Value,12,-0.25,-0.25,1.099025883,-2.50%,-1.30%,11,-8.30%,-38.90%,3,0.00%,0.00%,13,-9.5,-3,587.5200387,0.07107159,0.319032219,"849,000",0.030339806,0.234011628,608.974359,-0.03436304,-0.010201022,$785K,-16.00%,8.10%,,,,7,-41.70%,-22.20%,1,1,0,0,"41,884",1,-0.666666667,0,90,,,,-1,1,0.916666667,-0.083333333,0.083333333
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2014,12/31/2014,All Residential,"San Francisco, CA - Presidio Terrace",Neighborhood,FALSE,California,CA,116225,Value,6,-0.4,-0.5,1.140868869,0.00%,10.60%,5,0.00%,-61.50%,1,-75.00%,,13,0,-3,647.5470674,-0.153560548,-0.206071649,"2,200,000",0.522491349,-0.118236473,840.290357,0,0.051480591,"$1,559K",0.00%,-44.50%,,,,3,-70.00%,-40.00%,1,0,,-0.5,"41,884",2,,0,90,,,,-1,1,1,0,0.538461538
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2014,1/31/2015,All Residential,"San Francisco, CA - Laguna Honda",Neighborhood,FALSE,California,CA,116577,Value,2,-0.333333333,-0.714285714,1.152332005,-1.90%,11.20%,3,-25.00%,-66.70%,,,,15,3,-6,766.0543934,0.070162582,0.208681978,"1,041,500",-0.125891733,-0.116624258,695.38875,0.041359758,0.107754279,"$1,669K",12.60%,35.70%,,,,2,0.00%,-33.30%,1,1,0,0,"41,884",1,0,0,90,,,,-1,1,1,0,0.222222222
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2014,2/28/2015,All Residential,"San Francisco, CA - Bernal Heights",Neighborhood,FALSE,California,CA,202,Value,71,0.075757576,-0.02739726,1.135351854,2.20%,-2.00%,50,4.20%,16.30%,20,42.90%,-20.00%,13,-1.5,-1,812.6934985,0.060282767,0.354131122,"1,012,000",0.066385669,0.125695217,842.6966292,0.05564154,0.1719622,"$1,179K",4.80%,9.70%,,,,56,24.40%,3.70%,1,0.714285714,0.014285714,-0.045714286,"41,884",21,0.05,-0.16,90,,,,-1,1,0.78,0.009166667,0.035813953
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2015,8/31/2015,All Residential,"San Francisco, CA - Telegraph Hill",Neighborhood,FALSE,California,CA,2700,Value,15,-0.117647059,-0.210526316,1.064939757,1.60%,-1.80%,11,-21.40%,-35.30%,1,-75.00%,-66.70%,14,0.5,-1.5,949.2432488,-0.02873085,0.018482168,"1,050,000",0.037037037,-0.044585987,"1,101.33",0.025988981,0.104205846,"$1,150K",12.20%,-10.50%,,,,9,-25.00%,-40.00%,1,0.6,-0.066666667,-0.2,"41,884",5,0.666666667,0,90,,,,-1,1,0.636363636,-0.006493506,0.025252525
San Francisco,4/5/2020 14:45,,"San Francisco, CA",8/1/2015,10/31/2015,All Residential,"San Francisco, CA - University Mound",Neighborhood,FALSE,California,CA,111230,Value,10,0.111111111,-0.375,1.134438311,-3.00%,2.80%,7,16.70%,-36.40%,3,50.00%,-25.00%,12,-2,-10,611.9469799,0.040890667,0.081865187,"768,944",0,0.100062947,665.4676259,0.009586178,0.215420117,$910K,-0.40%,18.20%,,,,8,0.00%,-38.50%,1,1,0.666666667,1,"41,884",1,-0.666666667,-0.666666667,90,,,,-1,1,1,0,0.181818182
San Francisco,4/5/2020 14:45,,"San Francisco, CA",9/1/2015,11/30/2015,All Residential,"San Francisco, CA - Excelsior",Neighborhood,FALSE,California,CA,918,Value,30,-0.25,-0.423076923,1.151989175,-1.20%,7.70%,23,-11.50%,-25.80%,5,-28.60%,-72.20%,19,1,3,556.954397,0.030246116,0.12785316,"799,000",0.025673941,0.143061516,616.2162162,-0.054001864,0.133135463,$870K,0.00%,21.70%,,,,20,-20.00%,-25.90%,1,0.25,-0.305555556,-0.416666667,"41,884",8,-0.111111111,1.666666667,90,,,,-1,1,0.913043478,-0.010033445,0.267882188
San Francisco,4/5/2020 14:45,,"San Francisco, CA",10/1/2015,12/31/2015,All Residential,"San Francisco, CA - Lower Haight",Neighborhood,FALSE,California,CA,1570,Value,16,-0.157894737,-0.333333333,1.129176046,1.10%,2.40%,13,18.20%,-7.10%,2,-33.30%,-71.40%,16,-3,1,885.0574713,0.030082678,0.010588602,"1,899,000",0.120353982,1.022364217,901.0736196,-0.118424796,0.054156182,"$1,695K",1.20%,55.50%,,,,9,-52.60%,-52.60%,1,1,0.666666667,1,"41,884",1,-0.833333333,-0.8,90,,,,-1,1,0.846153846,0.027972028,-0.010989011
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2015,1/31/2016,All Residential,"San Francisco, CA - Presidio Terrace",Neighborhood,FALSE,California,CA,116225,Value,2,-0.333333333,-0.666666667,1.086201221,2.90%,8.60%,2,-33.30%,100.00%,,,,33.5,-19.5,-27.5,,,,,,,930.5087897,0.070469616,0.891470594,"$1,027K",-15.20%,-53.30%,,,,,,,1,,,,"41,884",,,,90,,,,-1,1,0.5,-0.166666667,0.5
San Francisco,4/5/2020 14:45,,"San Francisco, CA",2/1/2016,4/30/2016,All Residential,"San Francisco, CA - Southeast San Francisco",Neighborhood,FALSE,California,CA,92518,Value,418,0.170868347,-0.11814346,1.095359024,1.00%,-1.20%,217,11.90%,-27.40%,156,21.90%,15.60%,16.5,-1.5,1.5,760.089022,-0.011537924,0.161790481,"954,000",-0.005732152,0.085324232,861.4209327,0.034061392,0.096620384,"$1,090K",14.70%,16.30%,,,,330,13.80%,-9.60%,1,0.536082474,0.054600993,0.01721455,"41,884",97,0.197530864,-0.08490566,90,,,,-1,1,0.69124424,0.005677229,0.004577573
San Francisco,4/5/2020 14:45,,"San Francisco, CA",3/1/2016,5/31/2016,All Residential,"San Francisco, CA - Bayview",Neighborhood,FALSE,California,CA,154,Value,29,0.115384615,-0.30952381,1.084680087,0.60%,0.80%,13,18.20%,-43.50%,13,0.00%,0.00%,17,-1,2,470.1754386,-0.049845946,0.009493584,"715,000",-0.013793103,0.084977238,579.1562239,-0.010507901,0.030138529,$750K,-6.80%,7.10%,,,,23,35.30%,-36.10%,1,0.8,0.4,0.4,"41,884",5,0,-0.5,90,,,,-1,1,0.692307692,0.146853147,0.127090301
San Francisco,4/5/2020 14:45,,"San Francisco, CA",4/1/2016,6/30/2016,All Residential,"San Francisco, CA - Upper Market",Neighborhood,FALSE,California,CA,115175,Value,13,0,-0.277777778,1.076197137,-1.70%,-5.70%,10,11.10%,-37.50%,5,25.00%,400.00%,20,9,7,810.6060606,-0.049213944,-0.034220779,"1,572,000",0,0.723684211,"1,004.27",0,0.081835974,"$1,713K",2.20%,37.10%,,,,12,20.00%,0.00%,1,0,-0.25,-0.666666667,"41,884",2,-0.5,-0.333333333,90,,,,-1,1,0.8,-0.088888889,0.05
San Francisco,4/5/2020 14:45,,"San Francisco, CA",6/1/2016,8/31/2016,All Residential,"San Francisco, CA - Upper Market",Neighborhood,FALSE,California,CA,115175,Value,11,-0.083333333,-0.214285714,0.988243503,-3.80%,-14.30%,8,-20.00%,-20.00%,3,-25.00%,-62.50%,39,12.5,26,932.8649493,0.137301486,0.211143307,"1,215,000",-0.061776062,-0.176271186,847.421809,-0.035069034,-0.179193701,"$1,388K",0.00%,51.60%,,,,7,16.70%,-46.20%,1,0.5,0.5,-0.5,"41,884",4,3,1,90,,,,-1,1,0.625,-0.075,-0.275
San Francisco,4/5/2020 14:45,,"San Francisco, CA",11/1/2016,1/31/2017,All Residential,"San Francisco, CA - Panhandle",Neighborhood,FALSE,California,CA,114127,Value,11,-0.266666667,-0.083333333,1.046127982,-1.70%,-1.20%,13,-18.80%,62.50%,4,100.00%,100.00%,34.5,15.5,20,657.4278454,-0.065755291,-0.284354292,"2,195,000",0.099148723,0.394536213,849.280271,-0.016583855,-0.007443697,"$1,125K",-3.80%,-8.40%,,,,5,25.00%,25.00%,1,0,-0.5,-0.5,"41,884",1,-0.5,-0.5,90,,,,-1,1,0.692307692,-0.057692308,-0.057692308
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2016,2/28/2017,All Residential,"San Francisco, CA - Southeast San Francisco",Neighborhood,FALSE,California,CA,92518,Value,384,-0.020408163,0.185185185,1.065067434,0.10%,-1.50%,209,-3.70%,0.00%,162,14.10%,44.60%,41,1,22,775.9014149,0.033890539,-0.007511352,"949,000",-0.001052632,-0.0109432,775.9562842,0.016149568,0.004934293,$947K,-2.60%,-0.30%,,,,236,24.20%,0.00%,1,0.460526316,0.112700229,-0.046720061,"41,884",76,0.652173913,0.101449275,90,,,,-1,1,0.641148325,-0.00105351,-0.038277512
San Francisco,4/5/2020 14:45,,"San Francisco, CA",12/1/2016,2/28/2017,All Residential,"San Francisco, CA - Ingleside",Neighborhood,FALSE,California,CA,1347,Value,9,-0.25,-0.307692308,1.024629992,-1.30%,-17.30%,6,-40.00%,-25.00%,1,-75.00%,-85.70%,48,0,26,582.4514958,0,-0.151222216,"998,750",0,0.178466077,742.0471895,0.002146204,0.120285132,$832K,-4.70%,-21.00%,,,,4,-33.30%,-60.00%,1,0,0,0,"41,884",2,1,1,90,,,,-1,1,0.5,-0.2,-0.5
